split,global_step,hits_sum,visible_gaussians,visible_gaussians_frac,forward_render_ms
training,513,25266856.000000,112544.000000,0.544709,214.379974
training,514,26912442.000000,117374.000000,0.568086,264.584045
training,515,26785982.000000,120859.000000,0.584954,240.855270
training,516,28714350.000000,111087.000000,0.537657,328.993958
training,517,29871700.000000,100391.000000,0.485889,220.670425
training,518,31882456.000000,112728.000000,0.545600,274.366180
training,519,30053034.000000,104178.000000,0.504218,263.798157
training,520,26508304.000000,108294.000000,0.524139,268.157349
training,521,26292408.000000,125788.000000,0.608810,243.034149
training,522,30162762.000000,98888.000000,0.478615,455.301086
training,523,30471180.000000,117902.000000,0.570642,290.699890
training,524,25856724.000000,104777.000000,0.507117,406.188995
training,525,30144608.000000,116633.000000,0.564500,226.131454
training,526,30427532.000000,112046.000000,0.542299,235.579941
training,527,28248624.000000,108863.000000,0.526893,294.570648
training,528,25089214.000000,99287.000000,0.480546,234.163071
training,529,24380140.000000,94195.000000,0.455901,335.660004
training,530,27580252.000000,116143.000000,0.562128,240.895172
training,531,27283052.000000,100311.000000,0.485502,209.048065
training,532,28530910.000000,111406.000000,0.539201,230.159836
training,533,29028668.000000,94451.000000,0.457140,294.079865
training,534,37021392.000000,112567.000000,0.544820,269.794739
training,535,25445674.000000,91303.000000,0.441903,296.955109
training,536,25555580.000000,111113.000000,0.537783,331.486298
training,537,26558768.000000,111618.000000,0.540227,305.261292
training,538,26478804.000000,113476.000000,0.549220,256.175446
training,539,26780520.000000,98573.000000,0.477090,246.175110
training,540,22606700.000000,96805.000000,0.468533,248.307648
training,541,27847996.000000,92608.000000,0.448220,215.498245
training,542,30095520.000000,97921.000000,0.473934,290.308411
training,543,26689152.000000,94898.000000,0.459303,200.698502
training,544,25836684.000000,115377.000000,0.558421,290.763550
training,545,26234696.000000,93375.000000,0.451932,295.167847
training,546,29382060.000000,97993.000000,0.474283,300.010193
training,547,24379032.000000,95308.000000,0.461288,297.954437
training,548,30035028.000000,102627.000000,0.496711,265.556274
training,549,31747892.000000,111848.000000,0.541341,277.440613
training,550,28914920.000000,121402.000000,0.587582,219.966492
training,551,28584992.000000,95055.000000,0.460063,279.618713
training,552,28134436.000000,98704.000000,0.477724,423.753265
training,553,29718204.000000,101125.000000,0.489442,269.450134
training,554,28193396.000000,115703.000000,0.559999,269.606049
training,555,29606792.000000,112910.000000,0.546481,331.263519
training,556,31770140.000000,110674.000000,0.535658,249.386276
training,557,26105628.000000,118702.000000,0.574514,334.091309
training,558,36217648.000000,111475.000000,0.539535,221.650406
training,559,28937496.000000,102370.000000,0.495467,328.271851
training,560,26502504.000000,92593.000000,0.448147,238.412262
training,561,27632316.000000,99213.000000,0.480188,390.198761
training,562,28873728.000000,110942.000000,0.536956,261.692139
training,563,23841924.000000,106359.000000,0.514774,225.293854
training,564,31728250.000000,112391.000000,0.543969,240.042877
training,565,27796428.000000,110200.000000,0.533364,271.396423
training,566,31378076.000000,113694.000000,0.550275,271.443817
training,567,26084368.000000,90836.000000,0.439643,380.550262
training,568,23575198.000000,94862.000000,0.459129,486.583466
training,569,29828980.000000,105711.000000,0.511638,318.740479
training,570,28476960.000000,103213.000000,0.499547,344.317169
training,571,28198482.000000,105022.000000,0.508303,308.184845
training,572,26227512.000000,111174.000000,0.538078,299.144073
training,573,30357078.000000,119567.000000,0.578700,245.733017
training,574,29184318.000000,113832.000000,0.550943,205.898468
training,575,30474130.000000,109711.000000,0.530998,271.268860
training,576,30651900.000000,115452.000000,0.558784,269.680328
training,577,26704304.000000,122063.000000,0.590781,264.950836
training,578,28328070.000000,104434.000000,0.505457,306.126678
training,579,30588266.000000,102425.000000,0.495734,525.490906
training,580,27231440.000000,100110.000000,0.484529,573.466736
training,581,26257328.000000,107421.000000,0.519914,282.621063
training,582,29298148.000000,109296.000000,0.528989,305.086487
training,583,28215200.000000,111095.000000,0.537696,247.742081
training,584,27370172.000000,96607.000000,0.467575,208.561890
training,585,24732424.000000,96122.000000,0.465227,424.204498
training,586,26740860.000000,107426.000000,0.519938,274.279083
training,587,21206300.000000,91291.000000,0.441845,235.830658
training,588,24983538.000000,104389.000000,0.505239,348.125183
training,589,24928016.000000,108891.000000,0.527029,304.263794
training,590,28110574.000000,108223.000000,0.523796,219.071579
training,591,28842562.000000,109454.000000,0.529754,234.496765
training,592,26389126.000000,107050.000000,0.518118,289.589172
training,593,25889038.000000,101382.000000,0.490685,304.821442
training,594,27460988.000000,109570.000000,0.530315,290.570282
training,595,24239604.000000,102351.000000,0.495375,320.392914
training,596,29720212.000000,117744.000000,0.569877,239.254105
training,597,24905440.000000,98698.000000,0.477695,299.833435
training,598,24745108.000000,98548.000000,0.476969,355.246277
training,599,28978500.000000,112342.000000,0.543732,210.324097
training,600,29621378.000000,111178.000000,0.538098,243.501251
training,601,26539320.000000,118591.000000,0.573976,256.270508
training,602,23668428.000000,112340.000000,0.508137,297.955658
training,603,26736582.000000,111900.000000,0.506147,275.803284
training,604,27466610.000000,113108.000000,0.511611,238.302658
training,605,25106280.000000,107354.000000,0.485585,281.805603
training,606,29635602.000000,101646.000000,0.459766,226.528549
training,607,25388546.000000,121594.000000,0.549995,243.839706
training,608,30017580.000000,104685.000000,0.473512,363.132629
training,609,24706962.000000,115075.000000,0.520508,341.566986
training,610,24344010.000000,107553.000000,0.486485,296.508942
training,611,27945758.000000,110314.000000,0.498973,277.207916
training,612,25303154.000000,120553.000000,0.545286,242.845947
training,613,27554956.000000,104373.000000,0.472101,389.715973
training,614,29180976.000000,112004.000000,0.506617,265.559082
training,615,31449772.000000,111934.000000,0.506301,236.817657
training,616,26985128.000000,96242.000000,0.435323,499.180115
training,617,23737624.000000,106742.000000,0.482816,246.129883
training,618,29878576.000000,104801.000000,0.474037,371.606201
training,619,25907704.000000,109739.000000,0.496372,205.977600
training,620,30385208.000000,105740.000000,0.478284,187.814087
training,621,29543288.000000,105849.000000,0.478777,239.391678
training,622,28915256.000000,106193.000000,0.480333,236.111679
training,623,29323768.000000,97150.000000,0.439430,242.565887
training,624,28606734.000000,89716.000000,0.405804,235.683487
training,625,23759290.000000,96827.000000,0.437969,358.517975
training,626,25087696.000000,121865.000000,0.551221,237.383453
training,627,28388696.000000,110677.000000,0.500615,298.448303
training,628,30551976.000000,105541.000000,0.477384,264.525696
training,629,28552776.000000,106939.000000,0.483707,280.082733
training,630,30892154.000000,113987.000000,0.515587,301.772064
training,631,25759736.000000,96118.000000,0.434762,248.833023
training,632,25782822.000000,124493.000000,0.563108,245.479675
training,633,26155766.000000,95257.000000,0.430867,241.502243
training,634,28427104.000000,93418.000000,0.422549,278.417450
training,635,29897340.000000,107587.000000,0.486638,337.968109
training,636,27285460.000000,110035.000000,0.497711,202.508347
training,637,23551128.000000,99587.000000,0.450453,384.808990
training,638,24125698.000000,102197.000000,0.462258,272.211914
training,639,26727880.000000,106926.000000,0.483649,237.537277
training,640,28262396.000000,110662.000000,0.500547,212.590530
training,641,29816624.000000,108056.000000,0.488760,302.485565
training,642,30104788.000000,105366.000000,0.476592,241.797409
training,643,27968130.000000,100509.000000,0.454623,322.490814
training,644,27156392.000000,101232.000000,0.457893,285.121307
training,645,25915424.000000,112649.000000,0.509535,323.515381
training,646,26108298.000000,112407.000000,0.508440,318.691742
training,647,25111254.000000,121186.000000,0.548150,290.134277
training,648,26300084.000000,104338.000000,0.471943,354.007874
training,649,24751018.000000,123506.000000,0.558643,227.478012
training,650,23620296.000000,105838.000000,0.478727,309.333191
training,651,27894200.000000,119619.000000,0.541062,302.080475
training,652,28206552.000000,114999.000000,0.520164,260.636017
training,653,28422328.000000,112053.000000,0.506839,247.901093
training,654,29262316.000000,118623.000000,0.536557,245.727234
training,655,25878168.000000,95509.000000,0.432007,252.934265
training,656,27881532.000000,109447.000000,0.495052,336.997620
training,657,26182894.000000,97159.000000,0.439470,472.763855
training,658,27241124.000000,100838.000000,0.456111,218.820572
training,659,29047692.000000,112832.000000,0.510363,285.710785
training,660,27277984.000000,117082.000000,0.529586,296.298981
training,661,26331340.000000,104199.000000,0.471314,242.012482
training,662,22873252.000000,102629.000000,0.464212,370.727783
training,663,29166492.000000,110516.000000,0.499887,298.788788
training,664,26618200.000000,122845.000000,0.555654,283.349976
training,665,27884904.000000,93814.000000,0.424340,211.633987
training,666,25184448.000000,105751.000000,0.478334,320.191803
training,667,26884208.000000,121046.000000,0.547516,271.629333
training,668,30469542.000000,111812.000000,0.505749,212.215622
training,669,33884192.000000,116044.000000,0.524891,305.363037
training,670,24327524.000000,103193.000000,0.466763,296.437469
training,671,24539428.000000,107190.000000,0.484843,276.466888
training,672,24738866.000000,120483.000000,0.544970,289.015442
training,673,25705976.000000,116050.000000,0.524918,319.997955
training,674,24336794.000000,103042.000000,0.466080,251.304413
training,675,25559516.000000,95423.000000,0.431618,197.160034
training,676,25975128.000000,88559.000000,0.400571,294.633057
training,677,24145564.000000,108336.000000,0.490026,279.801208
training,678,25185912.000000,127243.000000,0.575547,249.446396
training,679,23708076.000000,101283.000000,0.458124,261.577759
training,680,29412210.000000,106999.000000,0.483979,279.676514
training,681,27524476.000000,104337.000000,0.471938,318.254120
training,682,26844924.000000,115637.000000,0.523050,325.746521
training,683,24777894.000000,103831.000000,0.469649,314.340424
training,684,27162580.000000,109319.000000,0.494473,276.852875
training,685,27790778.000000,122820.000000,0.555541,269.351410
training,686,28188520.000000,99848.000000,0.451633,308.938721
training,687,24524860.000000,94171.000000,0.425955,403.245117
training,688,29777796.000000,107024.000000,0.484092,410.035522
training,689,27882684.000000,110212.000000,0.498512,302.619659
training,690,26074568.000000,121270.000000,0.548530,245.881851
training,691,25166192.000000,119200.000000,0.539166,268.666962
training,692,24824064.000000,112286.000000,0.507893,374.212402
training,693,27148012.000000,101541.000000,0.459291,336.832184
training,694,24577852.000000,127860.000000,0.578337,273.936310
training,695,27860832.000000,112450.000000,0.508635,282.791534
training,696,28098364.000000,113809.000000,0.514782,227.200027
training,697,24867816.000000,123109.000000,0.556848,289.347778
training,698,26870520.000000,109000.000000,0.493030,294.447113
training,699,24977754.000000,114638.000000,0.518532,379.022125
training,700,24431046.000000,122873.000000,0.555780,259.207062
training,701,25937580.000000,122422.000000,0.553740,226.659866
training,702,27936680.000000,112057.000000,0.511538,272.221954
training,703,25540912.000000,120466.000000,0.549925,230.713058
training,704,25222816.000000,97901.000000,0.446916,204.900635
training,705,24303994.000000,102161.000000,0.466363,283.417786
training,706,25316400.000000,110585.000000,0.504818,318.636536
training,707,24202236.000000,118065.000000,0.538964,279.088287
training,708,30369432.000000,105936.000000,0.483596,241.143173
training,709,34654264.000000,113655.000000,0.518833,243.538940
training,710,29496288.000000,122609.000000,0.559708,232.443130
training,711,29216768.000000,119088.000000,0.543634,222.714691
training,712,27335912.000000,97945.000000,0.447117,218.272064
training,713,28898490.000000,104539.000000,0.477218,220.089157
training,714,27748984.000000,119623.000000,0.546077,257.801514
training,715,28239184.000000,118982.000000,0.543150,320.624573
training,716,28322592.000000,105631.000000,0.482203,271.642548
training,717,26297316.000000,101565.000000,0.463642,301.088806
training,718,27534588.000000,107782.000000,0.492023,252.344772
training,719,29368864.000000,107421.000000,0.490375,220.908615
training,720,26365762.000000,112566.000000,0.513862,230.461700
training,721,28233864.000000,118853.000000,0.542562,247.217896
training,722,23839504.000000,123722.000000,0.564789,234.441177
training,723,27004932.000000,92383.000000,0.421727,213.234619
training,724,23100644.000000,97112.000000,0.443314,221.041565
training,725,22618292.000000,102586.000000,0.468303,348.248596
training,726,26718444.000000,103106.000000,0.470677,343.847870
training,727,26801288.000000,109065.000000,0.497880,246.441635
training,728,25005330.000000,113948.000000,0.520170,297.486053
training,729,22087170.000000,99080.000000,0.452298,283.008820
training,730,23575260.000000,101859.000000,0.464984,277.954956
training,731,26900888.000000,106223.000000,0.484906,284.748077
training,732,25009110.000000,107224.000000,0.489475,254.986694
training,733,27504536.000000,111754.000000,0.510155,304.491821
training,734,23046564.000000,105088.000000,0.479725,337.702667
training,735,25115256.000000,99663.000000,0.454960,393.254761
training,736,28551020.000000,116097.000000,0.529981,320.831268
training,737,25237328.000000,113611.000000,0.518632,285.786102
training,738,27095344.000000,109330.000000,0.499089,224.724640
training,739,26261440.000000,104537.000000,0.477209,280.671783
training,740,26641834.000000,101748.000000,0.464478,295.677765
training,741,23320160.000000,95022.000000,0.433774,322.376068
training,742,28048548.000000,110492.000000,0.504394,365.880035
training,743,25126680.000000,96855.000000,0.442141,228.279999
training,744,28175684.000000,109397.000000,0.499395,222.385849
training,745,23913664.000000,100387.000000,0.458265,306.444916
training,746,23549312.000000,97436.000000,0.444793,282.188202
training,747,26873352.000000,118744.000000,0.542064,229.779907
training,748,29370116.000000,109558.000000,0.500130,280.551819
training,749,22515942.000000,96319.000000,0.439694,329.925293
training,750,27675352.000000,113812.000000,0.519550,202.020508
training,751,27730976.000000,113264.000000,0.517048,302.602539
training,752,26100184.000000,117499.000000,0.536381,297.687347
training,753,27092244.000000,102266.000000,0.466842,225.498047
training,754,26596348.000000,109800.000000,0.501235,311.744995
training,755,26870604.000000,121431.000000,0.554330,252.324646
training,756,27270320.000000,111739.000000,0.510086,354.483429
training,757,25994328.000000,101161.000000,0.461798,323.562775
training,758,25740168.000000,108720.000000,0.496305,273.624786
training,759,27679354.000000,114077.000000,0.520759,183.219101
training,760,28679780.000000,106491.000000,0.486129,334.028015
training,761,23802632.000000,115942.000000,0.529273,297.055817
training,762,25292380.000000,104167.000000,0.475520,238.855362
training,763,25482518.000000,98468.000000,0.449504,576.524780
training,764,25793042.000000,108442.000000,0.495036,301.112885
training,765,22726888.000000,106636.000000,0.486791,302.228058
training,766,26640152.000000,108683.000000,0.496136,333.770264
training,767,23900624.000000,111628.000000,0.509580,353.315491
training,768,28692872.000000,104017.000000,0.474836,378.569000
training,769,25990846.000000,98310.000000,0.448783,503.806976
training,770,24188664.000000,86390.000000,0.394369,345.392090
training,771,23382766.000000,90717.000000,0.414121,190.784225
training,772,27622636.000000,117844.000000,0.537956,269.767517
training,773,22247164.000000,103988.000000,0.474703,367.809570
training,774,26762444.000000,101455.000000,0.463140,227.131836
training,775,23760244.000000,101516.000000,0.463419,350.055054
training,776,23665756.000000,124742.000000,0.569445,235.975037
training,777,26145520.000000,91624.000000,0.418262,242.207932
training,778,24232268.000000,113532.000000,0.518271,304.988190
training,779,22251736.000000,106180.000000,0.484710,257.888672
training,780,26496482.000000,108681.000000,0.496127,233.669479
training,781,24757412.000000,98313.000000,0.448797,427.138336
training,782,25030108.000000,114204.000000,0.521339,285.075012
training,783,23562514.000000,117009.000000,0.534144,297.518555
training,784,24711488.000000,119064.000000,0.543525,253.178558
training,785,25180898.000000,109359.000000,0.499222,236.110016
training,786,24920628.000000,102772.000000,0.469152,441.221588
training,787,21877748.000000,88704.000000,0.404932,385.202393
training,788,28240584.000000,111140.000000,0.507352,206.437149
training,789,30262362.000000,111755.000000,0.510159,324.469696
training,790,25268790.000000,118949.000000,0.543000,244.362137
training,791,29244044.000000,112277.000000,0.512542,320.894684
training,792,27524996.000000,98332.000000,0.448884,523.957581
training,793,23309296.000000,120982.000000,0.552280,273.276398
training,794,22953552.000000,122439.000000,0.558932,241.531525
training,795,24818056.000000,102517.000000,0.467988,305.866394
training,796,25048708.000000,95301.000000,0.435047,488.197876
training,797,23785800.000000,122299.000000,0.558293,270.058014
training,798,26802288.000000,109075.000000,0.497925,253.428543
training,799,24953240.000000,119195.000000,0.544123,256.696075
training,800,24205176.000000,93543.000000,0.427022,227.344955
training,801,26571460.000000,97425.000000,0.444743,237.408325
training,802,25572098.000000,102264.000000,0.471946,298.907288
training,803,33029986.000000,110218.000000,0.508653,292.769531
training,804,24143938.000000,111546.000000,0.514782,300.195099
training,805,23221592.000000,114571.000000,0.528742,248.809280
training,806,25168424.000000,110687.000000,0.510818,266.260834
training,807,22402852.000000,112158.000000,0.517606,253.908218
training,808,23063288.000000,117435.000000,0.541959,321.578217
training,809,24959468.000000,114172.000000,0.526901,256.953033
training,810,24899272.000000,114352.000000,0.527731,279.201019
training,811,28027204.000000,115139.000000,0.531363,226.359100
training,812,22932080.000000,123868.000000,0.571647,212.379303
training,813,23150976.000000,113699.000000,0.524718,267.837585
training,814,26106724.000000,103270.000000,0.476588,261.253174
training,815,24885184.000000,104537.000000,0.482435,250.634521
training,816,22101184.000000,103575.000000,0.477996,302.717468
training,817,32946844.000000,108661.000000,0.501468,291.933563
training,818,20526476.000000,89227.000000,0.411780,407.245239
training,819,26736420.000000,104034.000000,0.480114,295.299683
training,820,19172096.000000,90249.000000,0.416497,265.833344
training,821,24111568.000000,93150.000000,0.429885,218.253082
training,822,24635896.000000,95456.000000,0.440527,507.960388
training,823,26826628.000000,95360.000000,0.440084,281.130157
training,824,22578062.000000,108811.000000,0.502160,271.226410
training,825,24734512.000000,104989.000000,0.484521,225.028671
training,826,22812780.000000,107110.000000,0.494310,233.132416
training,827,24844660.000000,105739.000000,0.487983,254.432510
training,828,25725332.000000,106859.000000,0.493151,170.156677
training,829,27074172.000000,113439.000000,0.523518,303.338531
training,830,22399140.000000,98885.000000,0.456352,270.252197
training,831,25241610.000000,105566.000000,0.487184,254.274139
training,832,25260414.000000,97432.000000,0.449646,217.617599
training,833,23850456.000000,94881.000000,0.437873,247.833191
training,834,25983698.000000,108866.000000,0.502414,374.620544
training,835,28860932.000000,106928.000000,0.493470,199.478821
training,836,21022790.000000,94170.000000,0.434592,343.936005
training,837,27195494.000000,103402.000000,0.477197,306.254425
training,838,28447652.000000,104428.000000,0.481932,254.756729
training,839,24612634.000000,103985.000000,0.479888,282.788086
training,840,21645076.000000,93418.000000,0.431122,234.793213
training,841,23659120.000000,121195.000000,0.559312,290.112091
training,842,20760008.000000,97873.000000,0.451681,338.614929
training,843,25108028.000000,105582.000000,0.487258,260.454926
training,844,25300796.000000,107895.000000,0.497933,249.765305
training,845,27411380.000000,103945.000000,0.479703,219.052292
training,846,26674078.000000,107874.000000,0.497836,387.960938
training,847,27322436.000000,116954.000000,0.539740,241.469635
training,848,27186972.000000,105864.000000,0.488560,353.499237
training,849,23089388.000000,109411.000000,0.504929,304.424316
training,850,28276256.000000,106916.000000,0.493414,262.414551
training,851,28415316.000000,103231.000000,0.476408,205.667770
training,852,21099796.000000,98557.000000,0.454838,302.854462
training,853,22906342.000000,89884.000000,0.414812,254.549759
training,854,25650726.000000,105959.000000,0.488998,175.904327
training,855,21237368.000000,92621.000000,0.427443,335.116669
training,856,26094494.000000,101191.000000,0.466994,443.892670
training,857,24285144.000000,108382.000000,0.500180,265.398682
training,858,24056638.000000,105783.000000,0.488186,250.147812
training,859,25245848.000000,113917.000000,0.525724,242.119644
training,860,27850924.000000,104432.000000,0.481951,199.672089
training,861,22670524.000000,105849.000000,0.488490,339.937805
training,862,24482532.000000,96762.000000,0.446554,234.173828
training,863,22018660.000000,108504.000000,0.500743,270.130219
training,864,24800652.000000,97219.000000,0.448663,301.421967
training,865,22153132.000000,104003.000000,0.479971,244.533981
training,866,25787530.000000,117633.000000,0.542873,255.970215
training,867,25127372.000000,108580.000000,0.501094,271.125702
training,868,28070376.000000,110494.000000,0.509927,196.856323
training,869,24809624.000000,106935.000000,0.493502,256.000488
training,870,24952696.000000,101614.000000,0.468946,235.172775
training,871,26452384.000000,110138.000000,0.508284,284.018555
training,872,23602146.000000,94702.000000,0.437047,257.483124
training,873,25005600.000000,94171.000000,0.434597,473.075500
training,874,21610342.000000,102977.000000,0.475236,291.987885
training,875,26090360.000000,112156.000000,0.517597,210.619553
training,876,24499528.000000,116642.000000,0.538300,227.721756
training,877,22002340.000000,98624.000000,0.455147,347.820679
training,878,27168676.000000,100035.000000,0.461659,215.193054
training,879,24245324.000000,97581.000000,0.450334,435.877655
training,880,24612084.000000,99158.000000,0.457612,308.160675
training,881,24484540.000000,88342.000000,0.407696,295.406036
training,882,24691916.000000,100204.000000,0.462439,322.261627
training,883,26347520.000000,112564.000000,0.519480,268.763855
training,884,25581112.000000,101636.000000,0.469047,260.718445
training,885,24878610.000000,99236.000000,0.457971,187.453598
training,886,28736332.000000,104191.000000,0.480839,277.459351
training,887,24509696.000000,105735.000000,0.487964,282.255341
training,888,22390766.000000,98189.000000,0.453140,307.191895
training,889,22869236.000000,107858.000000,0.497762,282.391205
training,890,25562092.000000,109304.000000,0.504435,186.699356
training,891,24316940.000000,112151.000000,0.517574,232.355453
training,892,23968554.000000,98937.000000,0.456592,389.449524
training,893,25097204.000000,97601.000000,0.450426,357.563843
training,894,22069894.000000,113850.000000,0.525415,250.184036
training,895,21511736.000000,120889.000000,0.557899,240.179871
training,896,22046526.000000,103996.000000,0.479939,281.431671
training,897,28561534.000000,103856.000000,0.479293,245.559006
training,898,23235992.000000,118468.000000,0.546727,240.178177
training,899,26540928.000000,114573.000000,0.528751,303.653351
training,900,23400576.000000,112502.000000,0.519194,189.247299
training,901,24305212.000000,100343.000000,0.463080,314.504150
training,902,19896946.000000,108988.000000,0.439344,296.323578
training,903,21643584.000000,103537.000000,0.417370,290.539673
training,904,20270154.000000,108358.000000,0.436804,300.881073
training,905,19513044.000000,95744.000000,0.385956,323.638336
training,906,21114308.000000,101308.000000,0.408385,282.372833
training,907,25848816.000000,109020.000000,0.439473,303.861389
training,908,26193048.000000,124454.000000,0.501689,221.769119
training,909,23527338.000000,97391.000000,0.392595,174.991165
training,910,24241716.000000,97814.000000,0.394300,259.496063
training,911,24519434.000000,123498.000000,0.497835,262.042236
training,912,22128044.000000,115134.000000,0.464119,234.889984
training,913,23988360.000000,119840.000000,0.483089,256.337006
training,914,24116318.000000,105237.000000,0.424223,295.867401
training,915,20740978.000000,106851.000000,0.430729,384.726105
training,916,20060996.000000,101527.000000,0.409268,237.716827
training,917,23190936.000000,97595.000000,0.393417,220.632584
training,918,24197074.000000,106967.000000,0.431197,398.941010
training,919,23231596.000000,122132.000000,0.492329,252.615707
training,920,22220192.000000,125717.000000,0.506780,231.217789
training,921,21584546.000000,123266.000000,0.496900,271.388306
training,922,22194240.000000,107097.000000,0.431721,227.240067
training,923,31922624.000000,114055.000000,0.459769,361.925476
training,924,27866782.000000,113413.000000,0.457181,243.898849
training,925,21213800.000000,91662.000000,0.369501,301.429688
training,926,26444242.000000,103463.000000,0.417072,365.175232
training,927,25172980.000000,114270.000000,0.460636,187.290695
training,928,21349256.000000,104919.000000,0.422941,224.052826
training,929,27610668.000000,106837.000000,0.430673,246.912994
training,930,24460978.000000,97598.000000,0.393429,244.185318
training,931,23666828.000000,122709.000000,0.494655,208.535553
training,932,22634758.000000,109285.000000,0.440541,256.294830
training,933,24172188.000000,111508.000000,0.449502,240.146240
training,934,22326366.000000,121238.000000,0.488725,249.602081
training,935,26018084.000000,113867.000000,0.459012,281.725586
training,936,22007968.000000,118672.000000,0.478381,243.548798
training,937,23650312.000000,110851.000000,0.446854,208.480896
training,938,21823904.000000,129689.000000,0.522792,170.880325
training,939,27437474.000000,106642.000000,0.429887,199.691589
training,940,20769496.000000,101923.000000,0.410864,368.223755
training,941,23730096.000000,107701.000000,0.434156,213.179581
training,942,26204728.000000,120524.000000,0.485847,228.213348
training,943,24598856.000000,101985.000000,0.411114,262.432495
training,944,27371044.000000,115780.000000,0.466723,232.118042
training,945,23816960.000000,120470.000000,0.485629,174.556961
training,946,23007216.000000,110557.000000,0.445669,236.036804
training,947,25097242.000000,117449.000000,0.473451,232.486237
training,948,25111296.000000,109064.000000,0.439650,223.613632
training,949,21780360.000000,127329.000000,0.513278,247.486176
training,950,24260300.000000,96112.000000,0.387439,184.698792
training,951,26766006.000000,107323.000000,0.432632,436.085480
training,952,21265716.000000,115456.000000,0.465417,251.315353
training,953,21568486.000000,98331.000000,0.396384,305.799500
training,954,25274372.000000,109328.000000,0.440714,273.850037
training,955,27681236.000000,109780.000000,0.442536,191.004089
training,956,26005264.000000,110594.000000,0.445818,192.715805
training,957,22284678.000000,117328.000000,0.472963,252.419128
training,958,25422064.000000,101289.000000,0.408308,238.843353
training,959,20733400.000000,102689.000000,0.413952,315.839935
training,960,30461176.000000,116716.000000,0.470496,235.802460
training,961,26483588.000000,108058.000000,0.435595,352.317566
training,962,22191720.000000,106625.000000,0.429818,266.732086
training,963,26334220.000000,109110.000000,0.439836,208.882721
training,964,22533560.000000,127516.000000,0.514032,197.023865
training,965,21019522.000000,102928.000000,0.414915,303.599518
training,966,26855852.000000,103671.000000,0.417910,266.549377
training,967,24199020.000000,105898.000000,0.426888,392.932312
training,968,23151564.000000,121609.000000,0.490220,234.161758
training,969,24465900.000000,112058.000000,0.451719,191.243652
training,970,24959828.000000,110070.000000,0.443705,176.327545
training,971,25254960.000000,120770.000000,0.486838,223.671555
training,972,23335348.000000,121396.000000,0.489362,237.169312
training,973,23689856.000000,120198.000000,0.484533,239.357254
training,974,22718842.000000,106560.000000,0.429556,271.211273
training,975,21790758.000000,122778.000000,0.494933,240.450882
training,976,23912636.000000,104668.000000,0.421929,254.110809
training,977,24545724.000000,113930.000000,0.459266,263.372009
training,978,23712416.000000,124507.000000,0.501903,214.205948
training,979,21138862.000000,98134.000000,0.395590,344.772461
training,980,24874388.000000,98124.000000,0.395550,232.702972
training,981,22930440.000000,107428.000000,0.433055,191.544708
training,982,26417572.000000,106993.000000,0.431302,270.971313
training,983,21089096.000000,95469.000000,0.384847,297.681580
training,984,23841390.000000,108408.000000,0.437006,234.136932
training,985,25251084.000000,114276.000000,0.460660,291.270447
training,986,22541244.000000,103697.000000,0.418015,188.039001
training,987,23573358.000000,124841.000000,0.503249,221.228638
training,988,26008538.000000,109818.000000,0.442690,372.855347
training,989,25133016.000000,120044.000000,0.483912,197.655838
training,990,21005900.000000,100751.000000,0.406139,326.197113
training,991,22694212.000000,121317.000000,0.489043,188.952988
training,992,21354116.000000,124136.000000,0.500407,269.229126
training,993,25628564.000000,109563.000000,0.441662,303.854950
training,994,21766258.000000,93474.000000,0.376805,172.586655
training,995,22561572.000000,122479.000000,0.493728,264.611694
training,996,25045704.000000,108654.000000,0.437997,283.770538
training,997,23289574.000000,112494.000000,0.453477,201.119263
training,998,23098492.000000,99354.000000,0.400508,225.641663
training,999,24714326.000000,120946.000000,0.487548,262.432739
training,1000,26094048.000000,117695.000000,0.474443,286.538452
training,1001,22775312.000000,97834.000000,0.394381,246.680771
training,1002,21940330.000000,97409.000000,0.396436,239.044006
training,1003,23526452.000000,103286.000000,0.420354,351.361206
training,1004,21478940.000000,115384.000000,0.469590,318.813263
training,1005,19462044.000000,98655.000000,0.401507,235.787613
training,1006,22197900.000000,99901.000000,0.406578,285.067780
training,1007,27240854.000000,100994.000000,0.411026,235.993759
training,1008,23197704.000000,100352.000000,0.408413,193.326721
training,1009,21343400.000000,91920.000000,0.374097,257.743622
training,1010,23324964.000000,111516.000000,0.453848,243.422623
training,1011,21598172.000000,95059.000000,0.386872,270.042114
training,1012,26403268.000000,115007.000000,0.468056,239.222458
training,1013,23386084.000000,114460.000000,0.465830,178.028961
training,1014,21370310.000000,122491.000000,0.498515,254.051971
training,1015,20656828.000000,107809.000000,0.438762,296.382111
training,1016,24046876.000000,107761.000000,0.438566,245.038010
training,1017,20674512.000000,108378.000000,0.441077,217.414597
training,1018,22841804.000000,114373.000000,0.465476,220.798492
training,1019,21699340.000000,115676.000000,0.470779,253.959015
training,1020,27025714.000000,102567.000000,0.417428,200.104797
