split,global_step,hits_sum,hits_max,hits_p95,visible_gaussians,visible_gaussians_frac,forward_render_ms
training,20087,17716748.000000,194.000000,77.000000,379871.000000,0.279201,35.987358
training,20088,20452688.000000,164.000000,91.000000,285730.000000,0.210009,20.107391
training,20089,18554596.000000,218.000000,79.000000,371996.000000,0.273413,25.208416
training,20090,18797976.000000,153.000000,78.000000,334956.000000,0.246189,16.894720
training,20091,20110968.000000,151.000000,86.000000,282760.000000,0.207826,19.601055
training,20092,18098622.000000,146.000000,74.000000,259878.000000,0.191008,16.885920
training,20093,17933374.000000,156.000000,78.000000,296494.000000,0.217920,18.406143
training,20094,21884808.000000,176.000000,88.000000,251209.000000,0.184636,26.427361
training,20095,20213788.000000,160.000000,82.000000,299012.000000,0.219771,18.790943
training,20096,17699486.000000,173.000000,79.000000,308472.000000,0.226724,21.277216
training,20097,22737204.000000,163.000000,88.000000,212102.000000,0.155893,20.950848
training,20098,20248010.000000,183.000000,87.000000,314122.000000,0.230876,23.764799
training,20099,18917612.000000,178.000000,81.000000,313132.000000,0.230149,24.948288
training,20100,17919540.000000,160.000000,77.000000,327243.000000,0.240520,19.369120
training,20101,22208940.000000,149.000000,88.000000,213327.000000,0.156793,20.663744
training,20102,18872162.000000,166.000000,82.000000,346965.000000,0.255016,25.188896
training,20103,17944112.000000,191.000000,78.000000,375749.000000,0.276172,22.523232
training,20104,20742672.000000,163.000000,83.000000,314109.000000,0.230867,19.766497
training,20105,23332046.000000,196.000000,93.000000,258432.000000,0.189945,25.822784
training,20106,18655584.000000,141.000000,77.000000,279193.000000,0.205204,16.731392
training,20107,20805734.000000,192.000000,89.000000,310036.000000,0.227873,21.554464
training,20108,19495840.000000,160.000000,83.000000,320108.000000,0.235276,18.350784
training,20109,17989060.000000,169.000000,78.000000,296732.000000,0.218095,18.869345
training,20110,23008556.000000,166.000000,91.000000,233923.000000,0.171931,21.437920
training,20111,19390396.000000,160.000000,81.000000,239079.000000,0.175721,22.857056
training,20112,18345024.000000,187.000000,79.000000,339396.000000,0.249453,28.709984
training,20113,22643702.000000,187.000000,90.000000,273087.000000,0.200716,25.403551
training,20114,18186600.000000,210.000000,77.000000,364554.000000,0.267943,23.983072
training,20115,19945744.000000,162.000000,82.000000,328668.000000,0.241568,19.057728
training,20116,20704364.000000,164.000000,83.000000,216012.000000,0.158767,17.745855
training,20117,18300390.000000,167.000000,79.000000,299069.000000,0.219813,20.422976
training,20118,18581400.000000,149.000000,81.000000,318098.000000,0.233799,18.962784
training,20119,20273956.000000,167.000000,87.000000,311631.000000,0.229046,20.122017
training,20120,18656780.000000,189.000000,81.000000,332389.000000,0.244303,21.691200
training,20121,19230364.000000,152.000000,82.000000,325134.000000,0.238970,20.634687
training,20122,17685932.000000,153.000000,81.000000,304058.000000,0.223480,22.272703
training,20123,17681294.000000,163.000000,80.000000,311202.000000,0.228730,20.449856
training,20124,18418990.000000,148.000000,78.000000,318987.000000,0.234452,17.157761
training,20125,23824032.000000,198.000000,90.000000,216558.000000,0.159168,24.122368
training,20126,20764812.000000,157.000000,87.000000,306796.000000,0.225492,19.121536
training,20127,21188960.000000,148.000000,85.000000,214245.000000,0.157468,17.159073
training,20128,17533232.000000,169.000000,76.000000,371854.000000,0.273309,26.018368
training,20129,23923444.000000,213.000000,91.000000,221903.000000,0.163096,25.773697
training,20130,17925032.000000,147.000000,78.000000,295460.000000,0.217160,19.143135
training,20131,23128268.000000,164.000000,92.000000,244471.000000,0.179684,23.003519
training,20132,22398338.000000,193.000000,90.000000,283549.000000,0.208406,25.972897
training,20133,20472744.000000,146.000000,82.000000,221358.000000,0.162696,16.864960
training,20134,17512372.000000,157.000000,80.000000,274529.000000,0.201776,19.386528
training,20135,19531354.000000,178.000000,84.000000,287936.000000,0.211630,25.565727
training,20136,17634700.000000,151.000000,78.000000,339334.000000,0.249407,16.705055
training,20137,22712730.000000,151.000000,90.000000,205799.000000,0.151260,17.736511
training,20138,17097510.000000,155.000000,76.000000,336562.000000,0.247370,19.324928
training,20139,22783684.000000,168.000000,90.000000,247346.000000,0.181797,21.808064
training,20140,20321656.000000,163.000000,88.000000,307574.000000,0.226064,21.359455
training,20141,16240088.000000,137.000000,76.000000,315616.000000,0.231975,21.272673
training,20142,17829504.000000,163.000000,78.000000,333059.000000,0.244795,22.185312
training,20143,23542900.000000,169.000000,91.000000,205448.000000,0.151002,20.445473
training,20144,19429052.000000,160.000000,82.000000,323963.000000,0.238110,21.160864
training,20145,17325574.000000,158.000000,76.000000,335821.000000,0.246825,19.087584
training,20146,20580860.000000,195.000000,88.000000,295923.000000,0.217500,22.869057
training,20147,23579756.000000,187.000000,89.000000,215896.000000,0.158681,21.258080
training,20148,17882768.000000,169.000000,78.000000,346998.000000,0.255040,22.600512
training,20149,21057694.000000,160.000000,84.000000,335300.000000,0.246442,23.090656
training,20150,19458870.000000,150.000000,80.000000,342210.000000,0.251521,19.853344
training,20151,19435286.000000,157.000000,81.000000,343945.000000,0.252796,22.486977
training,20152,19447332.000000,175.000000,84.000000,332422.000000,0.244327,28.385471
training,20153,19981562.000000,175.000000,84.000000,301424.000000,0.221544,17.537888
training,20154,18933252.000000,165.000000,80.000000,247048.000000,0.181578,22.695360
training,20155,20749568.000000,165.000000,87.000000,222615.000000,0.163620,28.661057
training,20156,19888848.000000,163.000000,83.000000,264045.000000,0.194070,17.433825
training,20157,17847086.000000,143.000000,81.000000,304005.000000,0.223441,22.229601
training,20158,17178988.000000,157.000000,78.000000,308083.000000,0.226438,19.910751
training,20159,22273508.000000,150.000000,88.000000,209498.000000,0.153979,19.187807
training,20160,17777156.000000,178.000000,77.000000,371453.000000,0.273014,25.015680
training,20161,19522698.000000,156.000000,81.000000,264847.000000,0.194660,17.385120
training,20162,20222940.000000,160.000000,86.000000,321733.000000,0.236470,23.160959
training,20163,20134404.000000,157.000000,84.000000,238041.000000,0.174958,19.870337
training,20164,19445860.000000,153.000000,82.000000,303282.000000,0.222909,18.380640
training,20165,19024664.000000,197.000000,80.000000,263711.000000,0.193825,23.330624
training,20166,17556228.000000,155.000000,79.000000,318098.000000,0.233799,18.520512
training,20167,18504852.000000,159.000000,80.000000,339787.000000,0.249740,19.831392
training,20168,18137696.000000,162.000000,78.000000,319937.000000,0.235150,17.088961
training,20169,18629368.000000,189.000000,81.000000,329578.000000,0.242236,29.289312
training,20170,21084076.000000,148.000000,84.000000,221469.000000,0.162777,17.690399
training,20171,18741374.000000,190.000000,80.000000,322981.000000,0.237388,21.998304
training,20172,19505722.000000,156.000000,81.000000,316142.000000,0.232361,20.287071
training,20173,20109988.000000,173.000000,86.000000,329017.000000,0.241824,22.931936
training,20174,18388592.000000,147.000000,74.000000,263741.000000,0.193847,15.168096
training,20175,16502478.000000,141.000000,76.000000,302055.000000,0.222007,18.470848
training,20176,19233872.000000,163.000000,80.000000,247395.000000,0.181833,22.038080
training,20177,17612368.000000,152.000000,72.000000,254990.000000,0.187415,19.506432
training,20178,18761104.000000,172.000000,79.000000,293031.000000,0.215375,19.113249
training,20179,17482916.000000,156.000000,78.000000,312029.000000,0.229338,22.966368
training,20180,20405930.000000,186.000000,83.000000,252495.000000,0.185581,26.098911
training,20181,23046898.000000,189.000000,92.000000,267268.000000,0.196439,24.929056
training,20182,18125376.000000,149.000000,80.000000,313323.000000,0.230289,21.497313
training,20183,20154566.000000,170.000000,85.000000,278856.000000,0.204956,16.695007
training,20184,18701598.000000,188.000000,79.000000,365672.000000,0.268765,23.314144
training,20185,22121148.000000,169.000000,89.000000,288590.000000,0.212111,24.774719
training,20186,18082586.000000,150.000000,82.000000,269793.000000,0.198295,18.984800
training,20187,22798616.000000,149.000000,89.000000,210472.000000,0.154695,20.111040
training,20188,18593876.000000,153.000000,81.000000,320753.000000,0.235750,22.243904
training,20189,21198268.000000,155.000000,86.000000,337667.000000,0.248182,19.795200
training,20190,20054114.000000,148.000000,87.000000,298055.000000,0.219067,20.904673
training,20191,23315396.000000,189.000000,89.000000,215989.000000,0.158750,27.609535
training,20192,17747600.000000,145.000000,72.000000,256941.000000,0.188849,17.656609
training,20193,21695226.000000,168.000000,87.000000,218165.000000,0.160349,18.831680
training,20194,18306252.000000,198.000000,79.000000,348763.000000,0.256337,27.155968
training,20195,22643156.000000,145.000000,90.000000,209480.000000,0.153966,20.286655
training,20196,19146496.000000,166.000000,81.000000,336805.000000,0.247548,21.950336
training,20197,19239012.000000,182.000000,83.000000,302711.000000,0.222490,19.395679
training,20198,18758428.000000,142.000000,76.000000,273197.000000,0.200797,17.644705
training,20199,19091816.000000,193.000000,78.000000,236443.000000,0.173783,25.695999
training,20200,17586332.000000,191.000000,76.000000,380352.000000,0.279555,35.738113
training,20201,21425032.000000,156.000000,85.000000,227803.000000,0.167433,19.526079
training,20202,21508622.000000,158.000000,86.000000,334052.000000,0.245525,22.619616
training,20203,18346704.000000,177.000000,78.000000,334245.000000,0.245667,17.367905
training,20204,18913604.000000,162.000000,81.000000,322624.000000,0.237125,17.941471
training,20205,17967164.000000,183.000000,78.000000,352075.000000,0.258772,22.272703
training,20206,19122656.000000,144.000000,78.000000,271357.000000,0.199445,17.308928
training,20207,20262476.000000,151.000000,86.000000,288536.000000,0.212071,19.366400
training,20208,16398068.000000,149.000000,76.000000,324007.000000,0.238142,20.316128
training,20209,19617420.000000,159.000000,82.000000,329880.000000,0.242458,21.524511
training,20210,18695384.000000,159.000000,77.000000,332160.000000,0.244134,21.567583
training,20211,17600826.000000,145.000000,78.000000,342721.000000,0.251896,21.441343
training,20212,19936382.000000,160.000000,81.000000,222663.000000,0.163655,17.218176
training,20213,18291400.000000,190.000000,78.000000,366851.000000,0.269632,25.663040
training,20214,21855140.000000,159.000000,87.000000,213613.000000,0.157003,17.860832
training,20215,20168720.000000,186.000000,84.000000,253271.000000,0.186152,26.522528
training,20216,21562704.000000,160.000000,85.000000,334293.000000,0.245702,21.833055
training,20217,20187806.000000,143.000000,82.000000,210469.000000,0.154693,25.333696
training,20218,18256448.000000,160.000000,81.000000,341843.000000,0.251251,23.959841
training,20219,22600598.000000,167.000000,89.000000,244542.000000,0.179736,26.054560
training,20220,23234748.000000,168.000000,90.000000,208625.000000,0.153337,22.323263
training,20221,17246008.000000,166.000000,75.000000,371245.000000,0.272861,25.889696
training,20222,22570996.000000,196.000000,89.000000,235310.000000,0.172950,24.559681
training,20223,20289572.000000,147.000000,84.000000,235945.000000,0.173417,21.662527
training,20224,19771668.000000,192.000000,83.000000,238538.000000,0.175323,28.160608
training,20225,19100502.000000,176.000000,80.000000,248488.000000,0.182636,17.595200
training,20226,16951952.000000,166.000000,76.000000,321608.000000,0.236379,17.957537
training,20227,22764396.000000,185.000000,89.000000,230527.000000,0.169435,24.488001
training,20228,21037032.000000,147.000000,91.000000,288112.000000,0.211759,20.577087
training,20229,22941412.000000,174.000000,91.000000,237342.000000,0.174444,24.379135
training,20230,20468828.000000,158.000000,83.000000,342836.000000,0.251981,20.671232
training,20231,18618138.000000,147.000000,78.000000,282890.000000,0.207921,16.986816
training,20232,18604966.000000,142.000000,79.000000,341372.000000,0.250905,20.308256
training,20233,17764674.000000,204.000000,78.000000,342939.000000,0.252057,20.464384
training,20234,20012922.000000,153.000000,84.000000,230247.000000,0.169229,21.480192
training,20235,20117052.000000,148.000000,86.000000,278480.000000,0.204680,19.507681
training,20236,20080960.000000,160.000000,85.000000,312768.000000,0.229881,18.734400
training,20237,20247388.000000,186.000000,87.000000,282598.000000,0.207707,24.343201
training,20238,19078596.000000,169.000000,80.000000,327588.000000,0.240774,21.008287
training,20239,18626286.000000,148.000000,79.000000,333761.000000,0.245311,17.062113
training,20240,19290744.000000,158.000000,84.000000,306380.000000,0.225186,20.768576
training,20241,20825238.000000,203.000000,84.000000,249674.000000,0.183508,24.334305
training,20242,17896518.000000,143.000000,72.000000,259821.000000,0.190966,17.385281
training,20243,18471534.000000,143.000000,75.000000,275485.000000,0.202479,17.963648
training,20244,21919144.000000,154.000000,88.000000,210871.000000,0.154988,19.633951
training,20245,17939144.000000,158.000000,80.000000,318122.000000,0.233816,22.807232
training,20246,18575584.000000,191.000000,80.000000,331185.000000,0.243418,32.343006
training,20247,19945596.000000,147.000000,81.000000,339231.000000,0.249331,19.291807
training,20248,20600286.000000,148.000000,87.000000,216927.000000,0.159439,20.750143
training,20249,19730574.000000,153.000000,85.000000,286219.000000,0.210368,21.386593
training,20250,19651288.000000,157.000000,81.000000,323489.000000,0.237761,20.568768
training,20251,22853092.000000,146.000000,89.000000,212807.000000,0.156411,21.107073
training,20252,19634154.000000,158.000000,83.000000,235406.000000,0.173021,23.441280
training,20253,20560338.000000,154.000000,84.000000,213073.000000,0.156606,19.759617
training,20254,18544434.000000,183.000000,78.000000,361344.000000,0.265584,29.246401
training,20255,17997828.000000,168.000000,78.000000,296975.000000,0.218274,17.290497
training,20256,17677428.000000,144.000000,72.000000,250803.000000,0.184338,25.254335
training,20257,22823982.000000,148.000000,88.000000,212512.000000,0.156194,20.394753
training,20258,17847468.000000,207.000000,78.000000,346645.000000,0.254781,22.882561
training,20259,21088380.000000,163.000000,87.000000,298149.000000,0.219136,20.839169
training,20260,16270893.000000,168.000000,74.000000,318593.000000,0.234163,16.502081
training,20261,18688264.000000,218.000000,79.000000,370596.000000,0.272384,30.311296
training,20262,21446212.000000,155.000000,90.000000,295995.000000,0.217553,21.515327
training,20263,19100280.000000,174.000000,81.000000,327517.000000,0.240722,24.271135
training,20264,17511572.000000,149.000000,80.000000,304880.000000,0.224084,18.669600
training,20265,18362556.000000,153.000000,80.000000,342628.000000,0.251828,22.889759
training,20266,22605496.000000,153.000000,89.000000,209618.000000,0.154067,19.434656
training,20267,19411140.000000,170.000000,79.000000,218957.000000,0.160931,21.172800
training,20268,17784082.000000,142.000000,79.000000,318334.000000,0.233972,18.167871
training,20269,19396428.000000,171.000000,84.000000,331166.000000,0.243404,23.569344
training,20270,17699810.000000,166.000000,78.000000,329638.000000,0.242281,22.208128
training,20271,18601878.000000,201.000000,82.000000,264668.000000,0.194528,28.119265
training,20272,23167924.000000,167.000000,92.000000,244123.000000,0.179428,23.642273
training,20273,23591144.000000,209.000000,90.000000,217210.000000,0.159647,26.095455
training,20274,20573788.000000,162.000000,83.000000,313899.000000,0.230713,23.128511
training,20275,17673188.000000,143.000000,81.000000,303329.000000,0.222944,19.155457
training,20276,19291404.000000,160.000000,80.000000,342770.000000,0.251932,20.416544
training,20277,17419778.000000,172.000000,76.000000,372236.000000,0.273590,24.626112
training,20278,23929308.000000,195.000000,91.000000,216280.000000,0.158964,23.879969
training,20279,22536568.000000,170.000000,89.000000,213117.000000,0.156639,19.118689
training,20280,18384020.000000,211.000000,79.000000,346796.000000,0.254892,25.461121
training,20281,18623360.000000,195.000000,80.000000,322013.000000,0.236676,23.104416
training,20282,19797060.000000,173.000000,88.000000,305997.000000,0.224905,24.387136
training,20283,16385876.000000,157.000000,76.000000,323495.000000,0.237766,19.213217
training,20284,19066164.000000,184.000000,78.000000,241388.000000,0.177418,23.155872
training,20285,18503656.000000,145.000000,79.000000,341209.000000,0.250785,20.035295
training,20286,17533348.000000,144.000000,78.000000,317222.000000,0.233155,18.731327
training,20287,18564820.000000,191.000000,80.000000,330104.000000,0.242623,25.200064
training,20288,17756744.000000,209.000000,78.000000,343106.000000,0.252179,20.743233
training,20289,19506292.000000,160.000000,83.000000,329962.000000,0.242519,27.538528
training,20290,17602198.000000,192.000000,77.000000,380309.000000,0.279523,25.646624
training,20291,17203872.000000,181.000000,76.000000,371784.000000,0.273257,27.885792
training,20292,18237776.000000,199.000000,77.000000,364074.000000,0.267591,30.860544
training,20293,16663335.000000,157.000000,77.000000,335181.000000,0.246355,21.478176
training,20294,20090924.000000,161.000000,85.000000,223350.000000,0.164160,24.280672
training,20295,17536144.000000,145.000000,80.000000,274052.000000,0.201425,20.235264
training,20296,22850960.000000,186.000000,92.000000,266411.000000,0.195809,26.953953
training,20297,18197868.000000,150.000000,75.000000,258980.000000,0.190348,21.804577
training,20298,22657124.000000,144.000000,90.000000,209165.000000,0.153734,20.951584
training,20299,23882468.000000,209.000000,90.000000,221377.000000,0.162710,26.243999
training,20300,18445396.000000,148.000000,75.000000,274447.000000,0.201716,18.938463
training,20301,19955388.000000,158.000000,82.000000,328178.000000,0.241207,19.369408
training,20302,17373976.000000,181.000000,76.000000,329456.000000,0.242147,20.979649
training,20303,20923608.000000,168.000000,83.000000,329580.000000,0.242238,19.984512
training,20304,19982258.000000,153.000000,84.000000,230261.000000,0.169239,21.572865
training,20305,21212504.000000,176.000000,89.000000,288014.000000,0.211687,24.023487
training,20306,18213314.000000,141.000000,74.000000,259082.000000,0.190423,16.252800
training,20307,20152756.000000,146.000000,85.000000,287985.000000,0.211666,22.481119
training,20308,20590092.000000,193.000000,87.000000,294584.000000,0.216516,23.857183
training,20309,18073240.000000,163.000000,78.000000,299327.000000,0.220002,18.440001
training,20310,19924358.000000,188.000000,82.000000,242089.000000,0.177933,21.208193
training,20311,20211740.000000,186.000000,84.000000,292953.000000,0.215317,18.035040
training,20312,21468284.000000,161.000000,89.000000,293247.000000,0.215534,20.935841
training,20313,19111472.000000,189.000000,83.000000,335677.000000,0.246719,25.125568
training,20314,23903636.000000,164.000000,92.000000,202157.000000,0.148583,18.386848
training,20315,17291496.000000,143.000000,79.000000,300724.000000,0.221029,19.452127
training,20316,18737204.000000,144.000000,76.000000,272105.000000,0.199994,16.324064
training,20317,20138920.000000,194.000000,84.000000,252819.000000,0.185819,25.738880
training,20318,18559454.000000,160.000000,78.000000,322817.000000,0.237267,21.477951
training,20319,21705816.000000,146.000000,87.000000,226698.000000,0.166621,20.607519
training,20320,19869456.000000,166.000000,84.000000,268554.000000,0.197384,19.699808
training,20321,17895526.000000,182.000000,78.000000,351421.000000,0.258291,19.539455
training,20322,20730048.000000,212.000000,84.000000,249285.000000,0.183222,24.111200
training,20323,19305976.000000,147.000000,79.000000,342321.000000,0.251602,18.033953
training,20324,18844828.000000,190.000000,81.000000,312766.000000,0.229880,22.868448
training,20325,17567472.000000,175.000000,76.000000,344788.000000,0.253416,20.791872
training,20326,17792592.000000,143.000000,81.000000,303423.000000,0.223013,22.176832
training,20327,21115480.000000,150.000000,85.000000,214430.000000,0.157604,18.243839
training,20328,18114988.000000,171.000000,81.000000,321154.000000,0.236045,20.937120
training,20329,18335896.000000,148.000000,78.000000,283100.000000,0.208076,17.562401
training,20330,18552116.000000,195.000000,78.000000,352254.000000,0.258903,35.344673
training,20331,19081904.000000,176.000000,80.000000,248151.000000,0.182388,25.266081
training,20332,19038664.000000,183.000000,78.000000,236310.000000,0.173685,21.888191
training,20333,18320884.000000,144.000000,74.000000,262653.000000,0.193047,19.058464
training,20334,20611156.000000,156.000000,86.000000,221849.000000,0.163057,22.711649
training,20335,20094544.000000,170.000000,85.000000,311319.000000,0.228816,21.636929
training,20336,17569940.000000,147.000000,77.000000,338636.000000,0.248894,19.992640
training,20337,19095380.000000,179.000000,82.000000,301293.000000,0.221447,20.812351
training,20338,17151146.000000,146.000000,77.000000,317071.000000,0.233044,21.649248
training,20339,20038878.000000,163.000000,84.000000,238227.000000,0.175094,22.208992
training,20340,20139488.000000,150.000000,85.000000,217045.000000,0.159526,19.487328
training,20341,18579532.000000,183.000000,78.000000,365005.000000,0.268275,30.448383
training,20342,17800648.000000,161.000000,79.000000,317288.000000,0.233203,21.228737
training,20343,17816828.000000,159.000000,77.000000,327715.000000,0.240867,16.029247
training,20344,18513398.000000,141.000000,79.000000,340097.000000,0.249968,18.308865
training,20345,18114332.000000,149.000000,79.000000,342172.000000,0.251493,21.534081
training,20346,18760616.000000,158.000000,77.000000,269769.000000,0.198277,15.747200
training,20347,17815762.000000,185.000000,77.000000,374840.000000,0.275504,28.130495
training,20348,17230708.000000,159.000000,75.000000,335639.000000,0.246691,20.075392
training,20349,17052564.000000,150.000000,76.000000,335865.000000,0.246857,16.544577
training,20350,17649180.000000,142.000000,72.000000,256310.000000,0.188385,19.425056
training,20351,17525696.000000,163.000000,79.000000,310105.000000,0.227924,24.948000
training,20352,19843808.000000,177.000000,83.000000,316829.000000,0.232866,22.196352
training,20353,19042600.000000,169.000000,80.000000,335750.000000,0.246773,22.141888
training,20354,17142338.000000,155.000000,76.000000,328894.000000,0.241734,16.419840
training,20355,17420564.000000,155.000000,78.000000,340050.000000,0.249933,19.456160
training,20356,17835196.000000,160.000000,78.000000,334296.000000,0.245704,18.272928
training,20357,20224868.000000,143.000000,82.000000,210308.000000,0.154574,21.917889
training,20358,18552252.000000,145.000000,81.000000,319957.000000,0.235165,19.962145
training,20359,21388844.000000,159.000000,86.000000,332539.000000,0.244413,23.199968
training,20360,17624552.000000,151.000000,72.000000,254599.000000,0.187128,21.185312
training,20361,16438144.000000,148.000000,76.000000,301728.000000,0.221767,19.631201
training,20362,21315160.000000,188.000000,86.000000,248335.000000,0.182524,24.213696
training,20363,18034692.000000,183.000000,78.000000,361148.000000,0.265440,29.862465
training,20364,17216018.000000,155.000000,78.000000,285109.000000,0.209552,19.466623
