split,global_step,hits_sum,hits_max,hits_p95,visible_gaussians,visible_gaussians_frac,forward_render_ms
training,20365,23438168.000000,158.000000,91.000000,199286.000000,0.146473,19.673824
training,20366,22691220.000000,155.000000,88.000000,210185.000000,0.154484,20.371840
training,20367,19121132.000000,153.000000,81.000000,324409.000000,0.238437,22.146784
training,20368,22049424.000000,150.000000,88.000000,213211.000000,0.156708,23.932032
training,20369,19935964.000000,197.000000,85.000000,290712.000000,0.213670,21.586176
training,20370,19415360.000000,168.000000,84.000000,287675.000000,0.211438,23.959743
training,20371,23255348.000000,163.000000,90.000000,205008.000000,0.150679,19.387392
training,20372,17844328.000000,151.000000,79.000000,343764.000000,0.252663,22.454880
training,20373,21310392.000000,157.000000,85.000000,227682.000000,0.167344,17.965792
training,20374,17705214.000000,148.000000,77.000000,346215.000000,0.254465,20.409760
training,20375,20202666.000000,170.000000,85.000000,231533.000000,0.170174,21.490175
training,20376,22434852.000000,149.000000,89.000000,205586.000000,0.151104,19.435200
training,20377,18491316.000000,143.000000,81.000000,317720.000000,0.233521,18.614241
training,20378,17382942.000000,156.000000,78.000000,311491.000000,0.228943,20.050848
training,20379,17783162.000000,147.000000,77.000000,295393.000000,0.217111,18.850080
training,20380,17974488.000000,145.000000,82.000000,269683.000000,0.198214,19.518688
training,20381,17924792.000000,152.000000,79.000000,312251.000000,0.229501,18.617184
training,20382,18892392.000000,149.000000,79.000000,246307.000000,0.181033,21.065121
training,20383,18411974.000000,146.000000,82.000000,303003.000000,0.222704,20.886208
training,20384,19429388.000000,162.000000,81.000000,243096.000000,0.178673,20.314753
training,20385,21674790.000000,146.000000,89.000000,291304.000000,0.214105,23.928192
training,20386,18064952.000000,171.000000,81.000000,268552.000000,0.197383,20.060160
training,20387,18602580.000000,146.000000,76.000000,279278.000000,0.205266,18.737312
training,20388,16921474.000000,169.000000,75.000000,321737.000000,0.236473,18.589760
training,20389,21414956.000000,165.000000,85.000000,333140.000000,0.244855,21.123680
training,20390,18743270.000000,157.000000,78.000000,334053.000000,0.245526,19.258335
training,20391,18247460.000000,186.000000,79.000000,338924.000000,0.249106,25.065056
training,20392,20845404.000000,186.000000,86.000000,248537.000000,0.182672,25.911585
training,20393,17418576.000000,138.000000,80.000000,268523.000000,0.197362,18.805056
training,20394,22539256.000000,163.000000,89.000000,244027.000000,0.179357,22.787392
training,20395,20619288.000000,154.000000,83.000000,215548.000000,0.158426,16.810465
training,20396,20380940.000000,158.000000,82.000000,341497.000000,0.250997,20.882591
training,20397,22524630.000000,165.000000,89.000000,249288.000000,0.183224,26.073055
training,20398,18660880.000000,167.000000,78.000000,325484.000000,0.239227,19.512032
training,20399,21368030.000000,168.000000,87.000000,248239.000000,0.182453,24.701183
training,20400,20046296.000000,164.000000,85.000000,277454.000000,0.203926,19.400320
training,20401,19684440.000000,163.000000,82.000000,261333.000000,0.192077,18.311457
training,20402,19516146.000000,164.000000,83.000000,314546.000000,0.231188,21.230080
training,20403,23483368.000000,192.000000,89.000000,215482.000000,0.158377,24.273216
training,20404,17095804.000000,164.000000,77.000000,306733.000000,0.225446,19.882912
training,20405,17734280.000000,146.000000,72.000000,259548.000000,0.190765,17.095297
training,20406,19854036.000000,147.000000,80.000000,338225.000000,0.248592,19.721439
training,20407,19802832.000000,160.000000,81.000000,343259.000000,0.252292,22.397760
training,20408,19372852.000000,160.000000,81.000000,302523.000000,0.222351,19.005695
training,20409,18378276.000000,183.000000,77.000000,361067.000000,0.265381,28.438335
training,20410,18513496.000000,212.000000,80.000000,328053.000000,0.241116,22.042145
training,20411,19962568.000000,150.000000,87.000000,296858.000000,0.218188,20.954016
training,20412,20383532.000000,149.000000,82.000000,221124.000000,0.162524,17.582111
training,20413,19336640.000000,163.000000,81.000000,323675.000000,0.237898,22.116640
training,20414,20021648.000000,147.000000,86.000000,282388.000000,0.207552,20.911104
training,20415,17571956.000000,145.000000,78.000000,342625.000000,0.251826,19.754017
training,20416,18929152.000000,154.000000,81.000000,322708.000000,0.237187,20.948320
training,20417,19696660.000000,150.000000,85.000000,286270.000000,0.210406,22.130688
training,20418,19127468.000000,172.000000,80.000000,246831.000000,0.181418,21.804064
training,20419,20052928.000000,152.000000,85.000000,312090.000000,0.229383,19.158049
training,20420,21109656.000000,153.000000,86.000000,335983.000000,0.246944,24.874657
training,20421,23152698.000000,167.000000,90.000000,208297.000000,0.153096,23.050848
training,20422,22893050.000000,159.000000,90.000000,211563.000000,0.155497,19.858015
training,20423,20337384.000000,148.000000,82.000000,222242.000000,0.163346,17.611937
training,20424,18953404.000000,189.000000,80.000000,262630.000000,0.193030,27.749792
training,20425,18786224.000000,160.000000,82.000000,346472.000000,0.254653,22.826015
training,20426,22102408.000000,154.000000,88.000000,208663.000000,0.153365,23.715872
training,20427,18317182.000000,186.000000,78.000000,333635.000000,0.245218,18.636000
training,20428,20058260.000000,160.000000,81.000000,298722.000000,0.219558,24.386400
training,20429,20268672.000000,173.000000,86.000000,312908.000000,0.229984,22.864737
training,20430,22850942.000000,177.000000,91.000000,237005.000000,0.174196,21.178047
training,20431,21744196.000000,163.000000,88.000000,250889.000000,0.184401,25.794785
training,20432,17413910.000000,167.000000,78.000000,337924.000000,0.248371,20.321632
training,20433,17681288.000000,172.000000,79.000000,310042.000000,0.227878,21.090368
training,20434,18756868.000000,151.000000,77.000000,332069.000000,0.244067,21.182016
training,20435,23201726.000000,193.000000,88.000000,215265.000000,0.158218,31.234016
training,20436,16478403.000000,166.000000,74.000000,328563.000000,0.241490,19.848864
training,20437,23140986.000000,201.000000,92.000000,258836.000000,0.190242,25.982784
training,20438,16298206.000000,143.000000,76.000000,315007.000000,0.231527,19.131680
training,20439,20535188.000000,147.000000,87.000000,217051.000000,0.159530,23.728224
training,20440,22485250.000000,194.000000,90.000000,272912.000000,0.200588,28.002239
training,20441,17095542.000000,158.000000,75.000000,336654.000000,0.247437,20.178465
training,20442,17764936.000000,169.000000,77.000000,331581.000000,0.243709,21.777376
training,20443,19610160.000000,160.000000,81.000000,322702.000000,0.237183,18.916161
training,20444,18115764.000000,156.000000,77.000000,318650.000000,0.234205,15.187808
training,20445,17650556.000000,146.000000,73.000000,258178.000000,0.189758,19.586912
training,20446,18835732.000000,176.000000,85.000000,308871.000000,0.227017,27.076193
training,20447,21779742.000000,148.000000,87.000000,210495.000000,0.154712,18.864704
training,20448,18513610.000000,167.000000,81.000000,332223.000000,0.244181,21.945024
training,20449,21432276.000000,141.000000,86.000000,212729.000000,0.156354,18.384352
training,20450,19487552.000000,150.000000,81.000000,263452.000000,0.193635,18.245184
training,20451,20263892.000000,191.000000,83.000000,251345.000000,0.184736,26.354113
training,20452,22860200.000000,168.000000,90.000000,233830.000000,0.171863,22.748705
training,20453,20176288.000000,173.000000,86.000000,319547.000000,0.234864,23.928991
training,20454,18584932.000000,148.000000,79.000000,333047.000000,0.244786,18.991743
training,20455,22528076.000000,156.000000,88.000000,211780.000000,0.155656,20.308001
training,20456,17041892.000000,160.000000,78.000000,334097.000000,0.245558,26.837440
training,20457,20152096.000000,149.000000,83.000000,235490.000000,0.173083,21.099169
training,20458,17603498.000000,147.000000,72.000000,255125.000000,0.187514,20.324673
training,20459,19297544.000000,155.000000,84.000000,306369.000000,0.225178,18.714144
training,20460,20223384.000000,186.000000,86.000000,282441.000000,0.207591,27.185152
training,20461,20682396.000000,158.000000,87.000000,306266.000000,0.225102,18.257919
training,20462,20594248.000000,154.000000,84.000000,212723.000000,0.156349,20.188801
training,20463,17750884.000000,176.000000,77.000000,369973.000000,0.271926,29.955040
training,20464,18512352.000000,151.000000,80.000000,339143.000000,0.249267,20.997280
training,20465,18065840.000000,147.000000,80.000000,316367.000000,0.232527,17.577824
training,20466,18205360.000000,165.000000,81.000000,341065.000000,0.250679,24.752735
training,20467,19480808.000000,155.000000,83.000000,320020.000000,0.235211,18.422720
training,20468,17743206.000000,191.000000,77.000000,379431.000000,0.278878,31.338783
training,20469,20036086.000000,164.000000,85.000000,326903.000000,0.240270,23.390400
training,20470,21598204.000000,161.000000,87.000000,217101.000000,0.159567,17.642431
training,20471,20733200.000000,186.000000,88.000000,311110.000000,0.228663,22.306623
training,20472,19135072.000000,163.000000,82.000000,342735.000000,0.251907,25.773632
training,20473,22359720.000000,195.000000,90.000000,283196.000000,0.208146,26.551071
training,20474,17947328.000000,172.000000,78.000000,299564.000000,0.220177,17.530144
training,20475,18291012.000000,201.000000,79.000000,349777.000000,0.257083,26.926657
training,20476,20878832.000000,161.000000,83.000000,333236.000000,0.244925,27.910433
training,20477,19353140.000000,159.000000,80.000000,315243.000000,0.231700,17.718975
training,20478,19529032.000000,163.000000,82.000000,235710.000000,0.173244,22.709215
training,20479,18933700.000000,168.000000,78.000000,233144.000000,0.171358,19.307425
training,20480,18649408.000000,165.000000,79.000000,294509.000000,0.216461,17.923744
training,20481,18199012.000000,170.000000,79.000000,301238.000000,0.221407,17.663679
training,20482,18255920.000000,146.000000,78.000000,317910.000000,0.233661,17.128736
training,20483,22595752.000000,192.000000,92.000000,251991.000000,0.185211,23.198496
training,20484,20971196.000000,149.000000,84.000000,221110.000000,0.162514,18.094624
training,20485,19801732.000000,170.000000,83.000000,300947.000000,0.221193,18.587360
training,20486,22674524.000000,199.000000,88.000000,229935.000000,0.169000,26.486048
training,20487,20963910.000000,148.000000,90.000000,288353.000000,0.211937,23.107103
training,20488,21974714.000000,177.000000,89.000000,288371.000000,0.211950,26.905985
training,20489,19770372.000000,190.000000,84.000000,284809.000000,0.209332,26.339392
training,20490,21529122.000000,177.000000,89.000000,287641.000000,0.211413,25.769793
training,20491,21832014.000000,151.000000,87.000000,212872.000000,0.156459,18.218784
training,20492,18497868.000000,195.000000,80.000000,333057.000000,0.244794,24.516479
training,20493,19643624.000000,205.000000,82.000000,237950.000000,0.174891,26.148319
training,20494,22447736.000000,197.000000,88.000000,234529.000000,0.172376,27.496609
training,20495,19496796.000000,165.000000,79.000000,213493.000000,0.156915,23.457216
training,20496,20339284.000000,150.000000,82.000000,219082.000000,0.161023,16.616096
training,20497,18129340.000000,188.000000,77.000000,366613.000000,0.269457,36.103870
training,20498,19867860.000000,165.000000,80.000000,222313.000000,0.163398,17.606367
training,20499,18971808.000000,143.000000,79.000000,271183.000000,0.199317,17.364161
training,20500,20845078.000000,154.000000,84.000000,226272.000000,0.166308,20.741247
training,20501,22635516.000000,159.000000,89.000000,202679.000000,0.148967,20.163839
training,20502,19960116.000000,151.000000,85.000000,278169.000000,0.204451,21.245152
training,20503,22685684.000000,164.000000,90.000000,247374.000000,0.181817,23.766464
training,20504,20329118.000000,154.000000,91.000000,285292.000000,0.209687,21.020609
training,20505,19239584.000000,161.000000,80.000000,238801.000000,0.175516,18.300896
training,20506,19485370.000000,176.000000,80.000000,245370.000000,0.180344,22.577120
training,20507,20125792.000000,163.000000,87.000000,306131.000000,0.225003,21.019680
training,20508,19064530.000000,190.000000,83.000000,325226.000000,0.239038,27.052641
training,20509,16736311.000000,170.000000,74.000000,337095.000000,0.247761,20.073153
training,20510,18914696.000000,174.000000,80.000000,327303.000000,0.240564,25.010431
training,20511,22424168.000000,162.000000,88.000000,212564.000000,0.156232,20.607872
training,20512,20030396.000000,146.000000,81.000000,209797.000000,0.154199,22.603264
training,20513,17444644.000000,144.000000,80.000000,273794.000000,0.201236,19.350016
training,20514,19423400.000000,165.000000,82.000000,329491.000000,0.242173,18.998304
training,20515,21095492.000000,179.000000,88.000000,287750.000000,0.211493,27.643681
training,20516,18041040.000000,143.000000,78.000000,341176.000000,0.250761,20.606367
training,20517,17682228.000000,151.000000,76.000000,346065.000000,0.254354,23.369568
training,20518,20458388.000000,164.000000,82.000000,214975.000000,0.158004,16.834656
training,20519,22377868.000000,199.000000,88.000000,233858.000000,0.171883,24.758495
training,20520,18075708.000000,156.000000,80.000000,340563.000000,0.250310,23.662657
training,20521,18001262.000000,171.000000,80.000000,268131.000000,0.197074,23.206240
training,20522,19954292.000000,152.000000,85.000000,277861.000000,0.204225,20.050528
training,20523,18058228.000000,159.000000,77.000000,318555.000000,0.234135,18.282944
training,20524,21880576.000000,171.000000,89.000000,287734.000000,0.211482,22.900352
training,20525,17208758.000000,143.000000,78.000000,300261.000000,0.220689,21.210688
training,20526,18725696.000000,153.000000,78.000000,245019.000000,0.180086,17.799871
training,20527,19226864.000000,154.000000,79.000000,341639.000000,0.251101,19.311808
training,20528,20796164.000000,156.000000,83.000000,332046.000000,0.244050,22.655584
training,20529,22489576.000000,152.000000,90.000000,204932.000000,0.150623,18.197184
training,20530,20215016.000000,150.000000,81.000000,220684.000000,0.162200,16.730528
training,20531,18293652.000000,213.000000,79.000000,346270.000000,0.254505,22.385216
training,20532,19350000.000000,161.000000,80.000000,314815.000000,0.231386,19.883104
training,20533,18543588.000000,188.000000,79.000000,321052.000000,0.235970,24.210176
training,20534,19219104.000000,168.000000,83.000000,330920.000000,0.243223,29.969473
training,20535,18842214.000000,153.000000,81.000000,321409.000000,0.236232,20.194847
training,20536,18975152.000000,160.000000,81.000000,323803.000000,0.237992,21.594080
training,20537,19803794.000000,151.000000,83.000000,229710.000000,0.168835,18.983295
training,20538,20120160.000000,165.000000,86.000000,310968.000000,0.228558,20.620256
training,20539,17720548.000000,140.000000,81.000000,302611.000000,0.222416,19.163967
training,20540,20004904.000000,164.000000,84.000000,278023.000000,0.204344,18.498240
training,20541,19039196.000000,196.000000,82.000000,335332.000000,0.246466,28.035936
training,20542,17794740.000000,206.000000,78.000000,346603.000000,0.254750,25.193407
training,20543,22591672.000000,152.000000,88.000000,209669.000000,0.154105,19.957151
training,20544,22757360.000000,182.000000,91.000000,236923.000000,0.174136,22.895905
training,20545,17721820.000000,144.000000,72.000000,258855.000000,0.190256,16.736544
training,20546,22971300.000000,198.000000,88.000000,214895.000000,0.157946,25.293728
training,20547,17233580.000000,174.000000,76.000000,370909.000000,0.272614,30.298559
training,20548,18685736.000000,160.000000,81.000000,345899.000000,0.254232,24.905632
training,20549,21336658.000000,141.000000,85.000000,212347.000000,0.156073,17.964895
training,20550,22768956.000000,194.000000,91.000000,266103.000000,0.195583,25.139328
training,20551,21366564.000000,160.000000,85.000000,332468.000000,0.244361,21.709856
training,20552,19740730.000000,165.000000,82.000000,261881.000000,0.192480,17.874624
training,20553,18331178.000000,143.000000,74.000000,262582.000000,0.192995,16.501408
training,20554,18417952.000000,144.000000,81.000000,317169.000000,0.233116,20.477377
training,20555,20749364.000000,183.000000,85.000000,248115.000000,0.182362,25.440416
training,20556,18765160.000000,157.000000,77.000000,269767.000000,0.198276,16.664928
training,20557,23466420.000000,160.000000,91.000000,198817.000000,0.146128,19.416897
training,20558,23756896.000000,197.000000,90.000000,215698.000000,0.158536,25.327936
training,20559,18656392.000000,154.000000,78.000000,334683.000000,0.245989,19.512320
training,20560,17524554.000000,143.000000,77.000000,338242.000000,0.248604,19.410816
training,20561,20068804.000000,177.000000,86.000000,312260.000000,0.229508,23.421888
training,20562,19387588.000000,151.000000,81.000000,263115.000000,0.193387,16.927423
training,20563,22138476.000000,151.000000,89.000000,208089.000000,0.152943,19.297119
training,20564,23406672.000000,187.000000,89.000000,215284.000000,0.158232,23.033344
training,20565,19747696.000000,161.000000,81.000000,342554.000000,0.251774,23.295584
training,20566,20556660.000000,158.000000,86.000000,221681.000000,0.162933,17.696287
training,20567,19236718.000000,159.000000,81.000000,322973.000000,0.237382,21.634239
training,20568,21833736.000000,149.000000,88.000000,210501.000000,0.154716,19.230047
training,20569,17484594.000000,168.000000,79.000000,311498.000000,0.228948,21.068800
training,20570,23446208.000000,167.000000,90.000000,205480.000000,0.151026,19.332672
training,20571,17635908.000000,176.000000,77.000000,369336.000000,0.271458,25.000095
training,20572,17638040.000000,142.000000,72.000000,255526.000000,0.187809,20.806944
training,20573,20966030.000000,162.000000,87.000000,298187.000000,0.219164,21.712799
training,20574,19399130.000000,167.000000,78.000000,213157.000000,0.156668,20.723104
training,20575,18913816.000000,173.000000,77.000000,235975.000000,0.173439,21.448448
training,20576,17636086.000000,196.000000,77.000000,378643.000000,0.278299,24.209761
training,20577,19029428.000000,149.000000,79.000000,270449.000000,0.198777,19.043167
training,20578,16278375.000000,144.000000,75.000000,323411.000000,0.237704,20.304865
training,20579,17032824.000000,161.000000,75.000000,336252.000000,0.247142,18.700096
training,20580,16446441.000000,172.000000,74.000000,328320.000000,0.241312,20.074623
training,20581,20101264.000000,152.000000,84.000000,287860.000000,0.211574,20.894560
training,20582,18224200.000000,198.000000,79.000000,348250.000000,0.255960,26.741793
training,20583,23726688.000000,205.000000,90.000000,220706.000000,0.162217,28.513216
training,20584,19554804.000000,167.000000,80.000000,245046.000000,0.180106,27.547104
training,20585,16927824.000000,165.000000,75.000000,320856.000000,0.235826,19.577215
training,20586,18233292.000000,148.000000,74.000000,258739.000000,0.190171,18.813824
training,20587,18231284.000000,184.000000,79.000000,337992.000000,0.248421,24.410240
training,20588,18190752.000000,172.000000,78.000000,299313.000000,0.219992,16.292288
training,20589,16317792.000000,164.000000,74.000000,317745.000000,0.233539,19.493280
training,20590,23745056.000000,165.000000,91.000000,201195.000000,0.147876,19.846720
training,20591,18759688.000000,144.000000,76.000000,272325.000000,0.200156,17.617504
training,20592,17558976.000000,148.000000,72.000000,253653.000000,0.186432,17.531616
training,20593,18555160.000000,145.000000,79.000000,332037.000000,0.244044,18.785728
training,20594,18906852.000000,163.000000,78.000000,232777.000000,0.171089,21.786816
training,20595,20813832.000000,144.000000,90.000000,287512.000000,0.211318,20.843040
training,20596,22302872.000000,157.000000,87.000000,209883.000000,0.154262,21.292353
training,20597,21014448.000000,148.000000,84.000000,213734.000000,0.157092,19.398111
training,20598,20666852.000000,204.000000,84.000000,248475.000000,0.182627,26.744831
training,20599,18465804.000000,194.000000,78.000000,351201.000000,0.258129,33.959328
training,20600,18519492.000000,200.000000,81.000000,264685.000000,0.194541,27.937952
training,20601,18131324.000000,166.000000,80.000000,320230.000000,0.235366,19.628672
training,20602,19782972.000000,199.000000,84.000000,288936.000000,0.212365,21.661247
training,20603,17829014.000000,145.000000,77.000000,294949.000000,0.216785,18.739679
training,20604,20100658.000000,203.000000,83.000000,252185.000000,0.185353,27.190559
training,20605,17236176.000000,146.000000,79.000000,284742.000000,0.209282,18.295391
training,20606,20393782.000000,152.000000,83.000000,341181.000000,0.250765,21.064352
training,20607,20665364.000000,157.000000,84.000000,225802.000000,0.165962,18.986496
training,20608,22421216.000000,157.000000,88.000000,202406.000000,0.148766,20.799553
training,20609,17785692.000000,163.000000,79.000000,316419.000000,0.232565,20.814816
training,20610,20201512.000000,161.000000,87.000000,305634.000000,0.224638,23.822111
training,20611,19872968.000000,148.000000,81.000000,337222.000000,0.247855,19.987968
training,20612,17520436.000000,146.000000,80.000000,303459.000000,0.223039,18.400064
training,20613,21358214.000000,165.000000,88.000000,292744.000000,0.215164,22.217089
training,20614,18454382.000000,145.000000,79.000000,339685.000000,0.249665,20.952991
training,20615,20835776.000000,147.000000,84.000000,220757.000000,0.162254,18.069824
training,20616,18568828.000000,159.000000,77.000000,331196.000000,0.243426,21.552383
training,20617,22344330.000000,163.000000,88.000000,248571.000000,0.182697,27.329216
training,20618,18847456.000000,196.000000,79.000000,261921.000000,0.192509,24.379553
training,20619,17126232.000000,171.000000,75.000000,370518.000000,0.272327,25.943935
training,20620,19123568.000000,156.000000,83.000000,305464.000000,0.224513,19.555424
training,20621,19226872.000000,172.000000,78.000000,218575.000000,0.160650,20.476768
training,20622,19797120.000000,155.000000,81.000000,326801.000000,0.240195,19.181919
training,20623,19033628.000000,178.000000,82.000000,300033.000000,0.220521,22.461824
training,20624,22132348.000000,193.000000,89.000000,282114.000000,0.207351,23.959553
training,20625,21151956.000000,196.000000,85.000000,247212.000000,0.181698,29.845921
training,20626,18239072.000000,180.000000,78.000000,333231.000000,0.244921,17.349537
training,20627,19774232.000000,164.000000,80.000000,221875.000000,0.163076,19.525024
training,20628,18410300.000000,149.000000,78.000000,282297.000000,0.207485,17.631519
training,20629,20024832.000000,187.000000,85.000000,281455.000000,0.206867,25.208544
training,20630,20236756.000000,150.000000,90.000000,284042.000000,0.208768,19.463680
training,20631,18428876.000000,138.000000,79.000000,338077.000000,0.248483,19.897888
training,20632,19657804.000000,186.000000,83.000000,283624.000000,0.208461,23.199936
training,20633,18585254.000000,167.000000,79.000000,290754.000000,0.213701,18.766752
training,20634,18289400.000000,146.000000,78.000000,317800.000000,0.233580,18.481792
training,20635,16777822.000000,173.000000,75.000000,337148.000000,0.247800,20.043520
training,20636,19686552.000000,173.000000,87.000000,305101.000000,0.224246,25.290625
training,20637,22772132.000000,151.000000,90.000000,210977.000000,0.155066,21.930176
training,20638,20384994.000000,164.000000,82.000000,312659.000000,0.229801,21.618431
training,20639,20495484.000000,156.000000,86.000000,304815.000000,0.224036,18.781601
training,20640,19875520.000000,150.000000,87.000000,295829.000000,0.217431,20.108831
training,20641,22342144.000000,165.000000,88.000000,243528.000000,0.178991,24.887487
training,20642,21287198.000000,158.000000,84.000000,331836.000000,0.243896,22.556896
training,20643,21365604.000000,173.000000,88.000000,286328.000000,0.210448,26.919519
training,20644,17010184.000000,148.000000,76.000000,335489.000000,0.246581,16.363712
training,20645,17914752.000000,155.000000,79.000000,311726.000000,0.229115,20.904257
training,20646,17102208.000000,149.000000,77.000000,316263.000000,0.232450,18.314816
training,20647,17098908.000000,163.000000,77.000000,306608.000000,0.225354,20.896095
training,20648,20419822.000000,144.000000,87.000000,216445.000000,0.159085,24.465216
training,20649,18866634.000000,180.000000,84.000000,307825.000000,0.226248,26.449505
training,20650,20455636.000000,149.000000,84.000000,212749.000000,0.156368,21.675776
training,20651,18304630.000000,145.000000,81.000000,301769.000000,0.221797,19.585665
training,20652,20944618.000000,156.000000,85.000000,335248.000000,0.246404,24.381792
training,20653,21739064.000000,154.000000,87.000000,212675.000000,0.156314,21.500799
training,20654,18507308.000000,187.000000,80.000000,327530.000000,0.240731,25.742945
training,20655,19526612.000000,205.000000,82.000000,237565.000000,0.174608,23.452991
training,20656,22734832.000000,165.000000,89.000000,243768.000000,0.179167,23.358496
training,20657,19368440.000000,153.000000,81.000000,301888.000000,0.221885,18.232449
training,20658,21257360.000000,156.000000,84.000000,227098.000000,0.166915,19.737761
training,20659,16183152.000000,142.000000,75.000000,314169.000000,0.230911,19.705889
training,20660,22266288.000000,158.000000,87.000000,211095.000000,0.155153,20.718336
training,20661,18236984.000000,195.000000,77.000000,366921.000000,0.269683,35.321312
training,20662,20722976.000000,165.000000,82.000000,328358.000000,0.241340,18.900225
training,20663,17531664.000000,195.000000,76.000000,379905.000000,0.279226,29.540895
training,20664,19204764.000000,150.000000,79.000000,340232.000000,0.250067,18.732704
training,20665,17243828.000000,136.000000,79.000000,267789.000000,0.196822,20.150305
training,20666,17749800.000000,185.000000,77.000000,374632.000000,0.275351,34.251362
training,20667,17807866.000000,183.000000,77.000000,351406.000000,0.258280,20.415009
training,20668,17715798.000000,152.000000,77.000000,326685.000000,0.240110,18.079935
training,20669,17756418.000000,153.000000,79.000000,343322.000000,0.252338,22.731585
training,20670,17540492.000000,146.000000,78.000000,317758.000000,0.233549,20.911455
training,20671,18952264.000000,169.000000,81.000000,336280.000000,0.247162,20.251488
training,20672,22384744.000000,147.000000,86.000000,211752.000000,0.155636,19.302849
training,20673,20158744.000000,149.000000,81.000000,221465.000000,0.162775,18.372225
training,20674,17666520.000000,200.000000,78.000000,342462.000000,0.251706,23.531744
training,20675,22540678.000000,166.000000,89.000000,233467.000000,0.171596,23.573120
training,20676,17721692.000000,168.000000,77.000000,333431.000000,0.245068,16.915264
training,20677,19415596.000000,157.000000,80.000000,322328.000000,0.236908,18.661728
training,20678,19212620.000000,158.000000,80.000000,239206.000000,0.175814,22.529440
training,20679,17574080.000000,172.000000,79.000000,308826.000000,0.226984,21.162880
training,20680,22222932.000000,187.000000,89.000000,272503.000000,0.200287,25.687872
training,20681,23170222.000000,213.000000,88.000000,215932.000000,0.158708,29.985121
training,20682,19771048.000000,160.000000,84.000000,267875.000000,0.196885,19.225056
training,20683,16579358.000000,153.000000,76.000000,334307.000000,0.245712,21.462080
training,20684,18461508.000000,163.000000,78.000000,324296.000000,0.238354,19.660736
training,20685,18983036.000000,170.000000,79.000000,247074.000000,0.181597,21.055489
training,20686,18498912.000000,150.000000,76.000000,279813.000000,0.205660,18.342049
training,20687,17497880.000000,143.000000,71.000000,250398.000000,0.184040,20.315552
training,20688,20546886.000000,196.000000,87.000000,309305.000000,0.227336,22.231327
training,20689,19280860.000000,164.000000,81.000000,243344.000000,0.178855,21.265535
training,20690,19967582.000000,160.000000,84.000000,216559.000000,0.159169,22.804544
training,20691,21415378.000000,162.000000,86.000000,217209.000000,0.159646,18.181473
training,20692,17415356.000000,169.000000,76.000000,328361.000000,0.241342,19.408895
training,20693,18333394.000000,156.000000,80.000000,319422.000000,0.234772,19.178400
training,20694,20012344.000000,172.000000,85.000000,319204.000000,0.234612,22.393312
training,20695,20296592.000000,199.000000,86.000000,294830.000000,0.216697,24.888224
training,20696,18031380.000000,158.000000,78.000000,342430.000000,0.251683,22.465664
training,20697,17998636.000000,144.000000,73.000000,259370.000000,0.190634,16.139233
training,20698,18948628.000000,160.000000,82.000000,342098.000000,0.251439,21.508320
training,20699,21557022.000000,159.000000,87.000000,250806.000000,0.184340,25.258816
training,20700,19788516.000000,159.000000,80.000000,298148.000000,0.219136,19.331968
training,20701,17907076.000000,208.000000,76.000000,363841.000000,0.267419,27.210592
training,20702,20221546.000000,151.000000,82.000000,218887.000000,0.160880,18.745760
training,20703,17220456.000000,151.000000,78.000000,311626.000000,0.229042,23.445152
training,20704,17971658.000000,151.000000,81.000000,269265.000000,0.197907,20.144480
training,20705,22500592.000000,163.000000,89.000000,246906.000000,0.181473,21.605087
training,20706,19423392.000000,168.000000,83.000000,314819.000000,0.231389,21.453760
training,20707,16963768.000000,147.000000,75.000000,327918.000000,0.241016,16.275360
training,20708,21520878.000000,147.000000,88.000000,291117.000000,0.213968,22.157536
training,20709,17363940.000000,158.000000,78.000000,339251.000000,0.249346,21.770559
training,20710,17519320.000000,173.000000,76.000000,343627.000000,0.252562,19.173311
training,20711,20130916.000000,189.000000,83.000000,251296.000000,0.184700,30.151552
training,20712,17680544.000000,156.000000,76.000000,330746.000000,0.243095,20.904961
training,20713,17971824.000000,152.000000,80.000000,315593.000000,0.231958,19.528864
training,20714,19719552.000000,169.000000,83.000000,317965.000000,0.233701,21.090401
training,20715,19841878.000000,152.000000,84.000000,282137.000000,0.207368,21.332735
training,20716,22808510.000000,158.000000,89.000000,207652.000000,0.152622,23.341057
training,20717,18322664.000000,183.000000,77.000000,361019.000000,0.265345,26.915199
training,20718,18333624.000000,155.000000,78.000000,337849.000000,0.248316,20.594561
training,20719,19901236.000000,157.000000,83.000000,237307.000000,0.174418,23.103104
training,20720,16426707.000000,152.000000,76.000000,301185.000000,0.221368,17.078753
training,20721,17168624.000000,161.000000,75.000000,333410.000000,0.245053,19.052256
training,20722,22388006.000000,196.000000,90.000000,251308.000000,0.184709,22.818913
training,20723,21861750.000000,150.000000,87.000000,212724.000000,0.156350,21.536736
training,20724,17533306.000000,140.000000,72.000000,257535.000000,0.189286,21.446207
training,20725,22394194.000000,182.000000,87.000000,229331.000000,0.168556,22.132320
training,20726,19522752.000000,152.000000,84.000000,286159.000000,0.210324,21.762497
training,20727,19929036.000000,153.000000,84.000000,311927.000000,0.229263,19.325312
training,20728,18468724.000000,222.000000,78.000000,370054.000000,0.271986,35.486305
training,20729,19690920.000000,179.000000,82.000000,241333.000000,0.177377,20.998304
training,20730,18421272.000000,193.000000,80.000000,330216.000000,0.242705,29.472736
training,20731,16963934.000000,160.000000,78.000000,333546.000000,0.245153,21.520609
